,,Scene Boundary,Scene Description/Direction,Character,Dialogue,Dialogue Metadata,Transition,Metadata
line,,S,N,C,D,E,T,M
               What?,,,,,,,,
,,,,,,,,
                         HISPANIC GUARD,,,,,,,,
               Who aims... the slayer? Or the,,,,,,,,
               player?,,,,,,,,
,,,,,,,,
"     KABLE narrows his eyes, focuses across the field, where other",,,,,,,,
     PRISONERS are being briefed and UPGRADED... he spots HACKMAN.,,,,,,,,
,,,,,,,,
                         KABLE,,,,,,,,
               Not much to aiming... it's just,,,,,,,,
               hand/eye coordination. I'm the,,,,,,,,
"               hand... someone, somewhere else is",,,,,,,,
               the eye.,,,,,,,,
,,,,,,,,
                         HISPANIC GUARD,,,,,,,,
               That's tripped.,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
                                                        (CONTINUED),,,,,,,,
,,,,,,,,
                                                                40.,,,,,,,,
                          WHITE KABLE SCRIPT - 9/19/2007,,,,,,,,
63   CONTINUED:                                                       63,,,,,,,,
,,,,,,,,
     KABLE glances at the GUARD... he struggles - part of him,,,,,,,,
     feels like he's talking too much; but he can't help being,,,,,,,,
     grateful for the human interaction.,,,,,,,,
,,,,,,,,
                             KABLE,,,,,,,,
                  Sometimes... they take over - you,,,,,,,,
"                  know, completely. They move you.",,,,,,,,
                  Like a robot.,,,,,,,,
                      (beat),,,,,,,,
                  But it doesn't work so good... that,,,,,,,,
                  part's just for show. You can't,,,,,,,,
                  really fight that way.,,,,,,,,
,,,,,,,,
                            HISPANIC GUARD,,,,,,,,
                  Why?,,,,,,,,
,,,,,,,,
                            KABLE,,,,,,,,
                  There's a delay...,,,,,,,,
,,,,,,,,
                            HISPANIC GUARD,,,,,,,,
"                  Yeah, the ping... they talk about",,,,,,,,
                  that. The time it takes the slayer,,,,,,,,
                  to respond to the command... it's,,,,,,,,
"                  like, five millisecond ping, eight",,,,,,,,
                  millisecond ping...,,,,,,,,
,,,,,,,,
     KABLE gets a bead for a headshot on HACKMAN.,,,,,,,,
,,,,,,,,
                            KABLE,,,,,,,,
                  Whatever you call it. A slice of a,,,,,,,,
                  second is the difference between,,,,,,,,
                  living and dying out there. When,,,,,,,,
                  the trigger pulls -,,,,,,,,
,,,,,,,,
     He pulls the trigger: a meaty CLICK.,,,,,,,,
,,,,,,,,
                            KABLE (cont'd),,,,,,,,
                  It's just me.,,,,,,,,
,,,,,,,,
"64   INT. PRISON LOCKER ROOM, NIGHT                                   64",,,,,,,,
,,,,,,,,
"     KABLE is ALONE, toweling off - privilege of being a TOP",,,,,,,,
     SLAYER.,,,,,,,,
,,,,,,,,
     We see now   the DAMAGE his body has taken - he is covered in,,,,,,,,
"     dark, ugly   BRUISES from BULLET HITS the body armor has",,,,,,,,
"     absorbed -   including a flinch-inducing cluster of BLACK, BLUE",,,,,,,,
     AND YELLOW   from the most recent session.,,,,,,,,
,,,,,,,,
"     From down the row of lockers, a WHISPER:",,,,,,,,
,,,,,,,,
                            HACKMAN,,,,,,,,
                  Hey. Kable.,,,,,,,,
,,,,,,,,
