,,Scene Boundary,Scene Description/Direction,Character,Dialogue,Dialogue Metadata,Transition,Metadata
line,,S,N,C,D,E,T,M
                    much pity for anyone as I do for,,,,,,,,
                    you right now.,,,,,,,,
          ,,,,,,,,
                              CINDY,,,,,,,,
                    Take care of my boys... all of,,,,,,,,
                    them.,,,,,,,,
          ,,,,,,,,
                                                     CUT TO:,,,,,,,,
          ,,,,,,,,
                                                                 81.,,,,,,,,
          ,,,,,,,,
          ,,,,,,,,
          ,,,,,,,,
          EXT. GORGE PARK - DAY,,,,,,,,
          ,,,,,,,,
          Rick and the boys stand by the river looking up a huge,,,,,,,,
          embankment. There appears to be no permanent trail. Looking,,,,,,,,
"          up, scattered PEOPLE sit at different levels on the climb.",,,,,,,,
          ,,,,,,,,
                              RICK,,,,,,,,
"                    Well, guys, I guess this is it.",,,,,,,,
          ,,,,,,,,
                              KRIS,,,,,,,,
                    We can do it daddy.,,,,,,,,
          ,,,,,,,,
                              RICK,,,,,,,,
                    Yes we can.,,,,,,,,
          ,,,,,,,,
          Rick stretches out. The boys jog in place. Rick cracks his,,,,,,,,
          neck. The boys crack their knuckles. In SLOW MOTION they,,,,,,,,
"          begin their ascent, running wildly up the incline. Rick falls",,,,,,,,
"          flat on his face. The boys all trip over him, leaving them",,,,,,,,
          all in a pile. Rick bounces up and dusts himself off. The,,,,,,,,
          boys do the same and away they go.,,,,,,,,
          ,,,,,,,,
                                                   CUT TO:,,,,,,,,
          ,,,,,,,,
          EXT. A LARGE ESTATE IN BATH - DAY,,,,,,,,
          ,,,,,,,,
          Rick and the boys are on their hands and knees with hand,,,,,,,,
          trimmers snipping away at the lawn.,,,,,,,,
          ,,,,,,,,
                                                   CUT TO:,,,,,,,,
          ,,,,,,,,
          EXT. GORGE PARK - DAY,,,,,,,,
          ,,,,,,,,
          Rick caries the boys. Phillip is draped across his shoulder.,,,,,,,,
          Nicholas hangs around his neck. Kris clings to Rick's leg and,,,,,,,,
          is dragged with each step. They pass a weary CLIMBER who has,,,,,,,,
          taken a moment to catch his breath.,,,,,,,,
                              CLIMBER,,,,,,,,
                    You can do it.,,,,,,,,
          ,,,,,,,,
                              RICK,,,,,,,,
                    Yes we can.,,,,,,,,
          ,,,,,,,,
                                                   CUT TO:,,,,,,,,
          ,,,,,,,,
          EXT. A LARGE ESTATE IN BATH - DAY,,,,,,,,
          ,,,,,,,,
          Rick is using a push mower on this huge estate. Nicholas,,,,,,,,
          follows behind with a bubble mower.,,,,,,,,
          ,,,,,,,,
                                                   CUT TO:,,,,,,,,
          ,,,,,,,,
                                                                   82.,,,,,,,,
          ,,,,,,,,
          ,,,,,,,,
          ,,,,,,,,
          EXT. GORGE PARK - DAY,,,,,,,,
          ,,,,,,,,
          The boys are dragging Rick up the hill.,,,,,,,,
          ,,,,,,,,
                                                    CUT TO:,,,,,,,,
          ,,,,,,,,
          EXT. A LARGE ESTATE IN BATH - DAY,,,,,,,,
          ,,,,,,,,
          Rick and the boys are crowded onto the seat of a large,,,,,,,,
          commercial mower.,,,,,,,,
          ,,,,,,,,
                                                    CUT TO:,,,,,,,,
          ,,,,,,,,
          EXT. GORGE PARK - DAY,,,,,,,,
          ,,,,,,,,
"          The boys' do a victory dance at the top of the hill, their",,,,,,,,
          arms extended far above their heads. Kris stops for a moment,,,,,,,,
          and then tugs at his father's shirt. Rick tries to ignore the,,,,,,,,
          child but then stops mid-dance.,,,,,,,,
          ,,,,,,,,
                              RICK,,,,,,,,
"                    What is it, Kris?",,,,,,,,
          ,,,,,,,,
          Kris points up.,,,,,,,,
          ,,,,,,,,
                              KRIS,,,,,,,,
                    Look daddy.,,,,,,,,
          ,,,,,,,,
                                                    CUT TO:,,,,,,,,
          ,,,,,,,,
          INT. SMALL SUBURBAN HOME,,,,,,,,
          ,,,,,,,,
"          Rick is looking through college literature, insurance",,,,,,,,
"          applications, and YMCA programs.",,,,,,,,
          ,,,,,,,,
                                                    CUT TO:,,,,,,,,
          ,,,,,,,,
          EXT. GORGE PARK - DAY,,,,,,,,
          Rick holds a college pamphlet. Rick's POV: He looks at the,,,,,,,,
          pamphlet then up to see they aren't even close to the top.,,,,,,,,
          They have just reached a plateau along the way.,,,,,,,,
          ,,,,,,,,
                              PHILLIP,,,,,,,,
                    We can do it.,,,,,,,,
          ,,,,,,,,
                              RICK,,,,,,,,
                        (Through a weary voice.),,,,,,,,
                    Yes we can.,,,,,,,,
          ,,,,,,,,
                                                    CUT TO:,,,,,,,,
          ,,,,,,,,
                                                                    83.,,,,,,,,
          ,,,,,,,,
          ,,,,,,,,
          ,,,,,,,,
          INT. SMALL SUBURBAN HOME - LIVING ROOM,,,,,,,,
          ,,,,,,,,
          Rick wears his painter's pants. The boys are armed with an,,,,,,,,
          assortment of paintbrushes. Paint cans and ladders adorn the,,,,,,,,
          room.,,,,,,,,
          ,,,,,,,,
                                                   CUT TO:,,,,,,,,
          ,,,,,,,,
          EXT. GORGE PARK - DAY,,,,,,,,
          ,,,,,,,,
          Rick and the boys continue their climb. The breaths are,,,,,,,,
"          heavy, but they march steadily upward.",,,,,,,,
          ,,,,,,,,
                                                   CUT TO:,,,,,,,,
          ,,,,,,,,
          EXT. THE CHAPEL - DAY,,,,,,,,
"          Rick and the boys, hand in hand, walk toward the church.",,,,,,,,
          ,,,,,,,,
                                                   CUT TO:,,,,,,,,
          ,,,,,,,,
          INT. SMALL SUBURBAN HOME - LIVING ROOM,,,,,,,,
          ,,,,,,,,
          Rick stands back and looks at one finished wall. Kris mimics,,,,,,,,
"          his father, backing up to have a look for himself.",,,,,,,,
          ,,,,,,,,
                              RICK,,,,,,,,
                    Kris!,,,,,,,,
          ,,,,,,,,
"          Too late, Kris has tripped over a can of paint. As he sits on",,,,,,,,
"          his butt a look of fear crosses his face, a tear forms in his",,,,,,,,
          eye. Rick takes his paintbrush and dots Kris on the nose.,,,,,,,,
          ,,,,,,,,
                              KRIS,,,,,,,,
                    Hey!,,,,,,,,
          ,,,,,,,,
          Phillip and Nicholas are quickly engaged in painting each,,,,,,,,
          other and a full-blown paint war ensues.,,,,,,,,
                                                   CUT TO:,,,,,,,,
          ,,,,,,,,
          INT. THE CHAPEL,,,,,,,,
          ,,,,,,,,
          A CHOIR of voices sings.,,,,,,,,
          ,,,,,,,,
                                                   CUT TO:,,,,,,,,
          ,,,,,,,,
          INT. CAR - NIGHT,,,,,,,,
          ,,,,,,,,
          Melanie and her boyfriend sit in silence. A beat.,,,,,,,,
          ,,,,,,,,
                              BOYFRIEND,,,,,,,,
                    What's wrong? What did I do?,,,,,,,,
          ,,,,,,,,
                                                                 84.,,,,,,,,
          ,,,,,,,,
          ,,,,,,,,
          ,,,,,,,,
                              MELANIE,,,,,,,,
"                    Not you, it's me.",,,,,,,,
          ,,,,,,,,
                                 BOYFRIEND,,,,,,,,
                    What then?,,,,,,,,
          ,,,,,,,,
"          Melanie looks her boyfriend square in the eyes, runs her hand",,,,,,,,
          down his cheek.,,,,,,,,
