,,Scene Boundary,Scene Description/Direction,Character,Dialogue,Dialogue Metadata,Transition,Metadata
line,,S,N,C,D,E,T,M
,,,,,,,,
                LEONARD,,,,,,,,
           (smiling),,,,,,,,
        Don't remember.,,,,,,,,
,,,,,,,,
                NATALIE,,,,,,,,
        You know what we have in common?,,,,,,,,
,,,,,,,,
Leonard shrugs.,,,,,,,,
,,,,,,,,
                NATALIE (cont'd),,,,,,,,
"        We're both survivors. Take care, Leonard.",,,,,,,,
,,,,,,,,
"Leonard watches Natalie leave. He sits at the table, looking",,,,,,,,
down at the BROWN ENVELOPE and the MOTEL ROOM KEY (ROOM 304).,,,,,,,,
"Leonard rises, and heads to the restroom.",,,,,,,,
,,,,,,,,
27   INT. RESTAURANT RESTROOM - DAY <>         27,,,,,,,,
,,,,,,,,
"Leonard flushes the urinal, then moves to the sink and starts",,,,,,,,
washing his hands. He notices a MESSAGE written on the back,,,,,,,,
of his hand:,,,,,,,,
,,,,,,,,
"""REMEMBER SAMMY JANKIS""",,,,,,,,
,,,,,,,,
27   CONTINUED:                             27,,,,,,,,
,,,,,,,,
"He stares at the message for a second, thoughtful, then tries",,,,,,,,
"to scrub the writing off his skin. To his surprise, it is",,,,,,,,
"INDELIBLE. Leonard looks at it, quizzical, then notices some",,,,,,,,
"markings on his wrists, pulling his sleeve back to get a",,,,,,,,
better look. He can read the start of a message:,,,,,,,,
,,,,,,,,
"""THE FACTS:""",,,,,,,,
                            (CONTINUED),,,,,,,,
MEMENTO Blue Revisions - 8/27/99 ,,,,,,,,
                            22.,,,,,,,,
,,,,,,,,
27   CONTINUED:                             27,,,,,,,,
,,,,,,,,
Leonard is about to roll his sleeve up further when the,,,,,,,,
restroom door opens and a MAN enters. Leonard dries his,,,,,,,,
"hands, then exits the rest room.",,,,,,,,
,,,,,,,,
28   INT. MOTEL ROOM 21 - DAY ##BLACK AND WHITE SEQUENCE##       28,,,,,,,,
      ,,,,,,,,
"Leonard (IN BOXERS, BANDAGED ARM) talks on the phone. He       *",,,,,,,,
resumes SHAVING his thigh.,,,,,,,,
,,,,,,,,
                LEONARD,,,,,,,,
        I met Sammy through work.,,,,,,,,
            (listens),,,,,,,,
        Insurance. I was an investigator. I'd              *,,,,,,,,
        investigate claims to see which ones               *,,,,,,,,
        were phony.                               *,,,,,,,,
,,,,,,,,
Leonard dips the razor into the steaming ice bucket.          *,,,,,,,,
,,,,,,,,
                LEONARD (cont'd),,,,,,,,
        I had to see through people's bullshit.,,,,,,,,
"        It was useful experience, because now",,,,,,,,
"        it's my life. When I meet someone, I",,,,,,,,
        don't even know if I've met them before.,,,,,,,,
        I have to look in their eyes and just,,,,,,,,
        figure them out. My job taught me that,,,,,,,,
        the best way to find out what someone,,,,,,,,
        knew was to let them talk.,,,,,,,,
,,,,,,,,
29   INT. LEONARD'S OFFICE - DAY ##BLACK AND WHITE SEQUENCE##    29,,,,,,,,
,,,,,,,,
"Montage: Leonard, wearing a CHEAP DARK SUIT and TIE, sitting",,,,,,,,
opposite various DIFFERENT PEOPLE in an interview situation.,,,,,,,,
,,,,,,,,
                LEONARD(V.0.),,,,,,,,
"        Throw in the occasional ""why?"" but just",,,,,,,,
"        listen. And watch the eyes, the body                *",,,,,,,,
        language.,,,,,,,,
,,,,,,,,
Leonard watches the people's movements carefully. We see,,,,,,,,
"close-ups off fiddling hands, neck scratching, etc.",,,,,,,,
,,,,,,,,
                LEONARD (V.0.) (cont'd),,,,,,,,
        It's complicated. You might catch a sign,,,,,,,,
        but attach the wrong meaning to it. If,,,,,,,,
        someone touches their nose while they're,,,,,,,,
"        talking, experts will tell you it means",,,,,,,,
        they're lying. It really means they're,,,,,,,,
"        nervous, and people get nervous for all",,,,,,,,
        sorts of reasons. It's all about context.,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
MEMENTO Pink Revisions - 9/7/99,,,,,,,,
                            23.,,,,,,,,
,,,,,,,,
30   INT. MOTEL ROOM 21 - DAY ##BLACK AND WHITE SEQUENCE##       30,,,,,,,,
,,,,,,,,
                LEONARD (cont'd),,,,,,,,
        I was good. Sammy was my first real,,,,,,,,
        challenge.,,,,,,,,
,,,,,,,,
31   EXT. DISCOUNT INN - DAY <>               31 *,,,,,,,,
,,,,,,,,
The Jaguar pulls up. Leonard gets out and heads to the,,,,,,,,
office.,,,,,,,,
,,,,,,,,
32   INT. DISCOUNT INN OFFICE - DAY <>         32 *,,,,,,,,
,,,,,,,,
Burt is behind the counter reading a magazine.,,,,,,,,
,,,,,,,,
                LEONARD,,,,,,,,
"        I'm sorry, I think I'm checked in here,",,,,,,,,
        But I've misplaced my key.,,,,,,,,
,,,,,,,,
                BURT,,,,,,,,
            (looks up),,,,,,,,
"        Hi, Leonard.",,,,,,,,
,,,,,,,,
"Burt puts his magazine down and gets up, sighing.",,,,,,,,
,,,,,,,,
                BURT (cont'd),,,,,,,,
        Probably in the room.,,,,,,,,
,,,,,,,,
33   EXT. DISCOUNT INN - DAY <>               33 *,,,,,,,,
,,,,,,,,
