,,Scene Boundary,Scene Description/Direction,Character,Dialogue,Dialogue Metadata,Transition,Metadata
line,,S,N,C,D,E,T,M
	No ma'am.  The car was towed...,,,,,,,,
,,,,,,,,
			ALLEN,,,,,,,,
	Shut up!,,,,,,,,
,,,,,,,,
ALLEN pushes H. TOM.,,,,,,,,
,,,,,,,,
,,,,,,,,
			AUNT DEBBIE,,,,,,,,
	So you faked homelessness and begged for 	,,,,,,,,
	free chicken.,,,,,,,,
,,,,,,,,
FLASHBACK:,,,,,,,,
ALLEN and H. TOM stand at the window of a fast food ,,,,,,,,
stand faking homelessness. ALLEN has Will Work For ,,,,,,,,
Food written on his stomach.,,,,,,,,
,,,,,,,,
,,,,,,,,
			ALLEN,,,,,,,,
	What are you saying Aunt Debbie?,,,,,,,,
,,,,,,,,
			AUNT DEBBIE,,,,,,,,
	The refrigerator is all scraped up and has 	,,,,,,,,
	no freon. And you smell rancid. And why 	,,,,,,,,
	are you so fat!,,,,,,,,
,,,,,,,,
"AUNT DEBBIE exits, ALLEN knows she is not finished ",,,,,,,,
and counts..,,,,,,,,
,,,,,,,,
			ALLEN,,,,,,,,
"	One, two, three..",,,,,,,,
,,,,,,,,
			AUNT DEBBIE,,,,,,,,
	Your cousin just arrived. When you see,,,,,,,,
" 	her, be sociable!",,,,,,,,
,,,,,,,,
DEBBIE finally exits.,,,,,,,,
,,,,,,,,
,,,,,,,,
			ALLEN,,,,,,,,
	You know I've been having these dreams 	,,,,,,,,
	lately where my mother finds me floating,,,,,,,,
 	down the river in a little wicker basket 	,,,,,,,,
	and it turns out that (shouts in the 	,,,,,,,,
	direction of AUNT DEBBIE) I am not 	,,,,,,,,
	related to you!,,,,,,,,
,,,,,,,,
"MUSIC: JOHN ADAMS ""Fearful Symmetries"" ",,,,,,,,
,,,,,,,,
EXTERIOR - LA - DAY,,,,,,,,
"TONY continues his search, flipping a coin to ",,,,,,,,
indicate the direction he should search. He tires of,,,,,,,,
"this and turns around, walking aimless around LA.",,,,,,,,
,,,,,,,,
EXTERIOR - BUS BENCH - DAY,,,,,,,,
TONY sits on a bench talking to several people. They,,,,,,,,
are annoyed and walk away. A weird man with an odd ,,,,,,,,
head dress sits next to TONY. Tony gets up and ,,,,,,,,
