,,Scene Boundary,Scene Description/Direction,Character,Dialogue,Dialogue Metadata,Transition,Metadata
line,,S,N,C,D,E,T,M
                  That's your plan? My ice business,,,,,,,,
                  is riding on you talking to your,,,,,,,,
                  sister.,,,,,,,,
,,,,,,,,
                              ANNA,,,,,,,,
                  Yup.,,,,,,,,
,,,,,,,,
"   Kristoff, so stunned by her casual plan, doesn't look where",,,,,,,,
   he's going and ends up with an ice-spike to the nose. He,,,,,,,,
"   stops short, GULP, moves carefully around the spike.",,,,,,,,
,,,,,,,,
                            KRISTOFF,,,,,,,,
                  So you're not at all afraid of her?,,,,,,,,
,,,,,,,,
                            ANNA,,,,,,,,
                  Why would I be?,,,,,,,,
,,,,,,,,
                            OLAF,,,,,,,,
                      (oblivious),,,,,,,,
"                  Yeah. I bet Elsa's the nicest,",,,,,,,,
"                  gentlest, warmest person ever.",,,,,,,,
,,,,,,,,
   Olaf backs right into an icicle. It runs through his torso.,,,,,,,,
,,,,,,,,
                            OLAF (CONT'D),,,,,,,,
"                  Oh, look at that. I've been",,,,,,,,
                  impaled.,,,,,,,,
,,,,,,,,
   He laughs it off.,,,,,,,,
,,,,,,,,
                                                        DISSOLVE TO:,,,,,,,,
,,,,,,,,
,,,,,,,,
   EXT. STEEP MOUNTAIN FACE -- DAY,,,,,,,,
,,,,,,,,
   Anna and Kristoff hit what looks like a dead end. The face of,,,,,,,,
   the mountain goes straight up.,,,,,,,,
,,,,,,,,
                              ANNA,,,,,,,,
                  What now?,,,,,,,,
                                                              62,,,,,,,,
FROZEN - J. Lee,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
"   Kristoff looks around, sighs. Digs in his rucksack.",,,,,,,,
,,,,,,,,
                            KRISTOFF,,,,,,,,
                  ...It's too steep. I've only got,,,,,,,,
"                  one rope, and you don't know how to",,,,,,,,
                  climb mountains.,,,,,,,,
,,,,,,,,
                              ANNA (O.S.),,,,,,,,
                  Says who?,,,,,,,,
,,,,,,,,
"   Sven nudges Kristoff, who looks up to see Anna trying to",,,,,,,,
   climb the cliff's flat face.,,,,,,,,
,,,,,,,,
                            KRISTOFF,,,,,,,,
                      (finding her ridiculous),,,,,,,,
                  What are you doing?,,,,,,,,
,,,,,,,,
                            ANNA,,,,,,,,
                      (straining),,,,,,,,
                  ...I'm going to see my sister.,,,,,,,,
,,,,,,,,
                            KRISTOFF,,,,,,,,
                  You're going to kill yourself.,,,,,,,,
,,,,,,,,
   Kristoff watches her searching for footholds and hand-holds.,,,,,,,,
,,,,,,,,
                            KRISTOFF (CONT'D),,,,,,,,
                  I wouldn't put my foot there.,,,,,,,,
,,,,,,,,
                            ANNA (O.S.),,,,,,,,
                  You're distracting me.,,,,,,,,
,,,,,,,,
                            KRISTOFF,,,,,,,,
                  Or there. How do you know Elsa even,,,,,,,,
                  wants to see you?,,,,,,,,
,,,,,,,,
                            ANNA (O.S.),,,,,,,,
                  I'm just blocking you out cause I,,,,,,,,
                  gotta concentrate here.,,,,,,,,
,,,,,,,,
                            KRISTOFF,,,,,,,,
"                  You know, most people who disappear",,,,,,,,
                  into the mountains want to be,,,,,,,,
                  alone.,,,,,,,,
,,,,,,,,
                            ANNA (O.S.),,,,,,,,
                  Nobody wants to be alone. Except,,,,,,,,
                  maybe you--,,,,,,,,
,,,,,,,,
                            KRISTOFF,,,,,,,,
"                  I'm not alone.... I have friends,",,,,,,,,
                  remember?,,,,,,,,
,,,,,,,,
   Anna kicks a foot above her head to catch a foot hold.,,,,,,,,
                                                              63,,,,,,,,
FROZEN - J. Lee,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
                            ANNA,,,,,,,,
                  You mean the love experts?,,,,,,,,
,,,,,,,,
                            KRISTOFF,,,,,,,,
"                  Yes, the love experts!",,,,,,,,
,,,,,,,,
   Anna realizes she's stuck.,,,,,,,,
,,,,,,,,
                            ANNA,,,,,,,,
                  ...Please tell me I'm almost there.,,,,,,,,
,,,,,,,,
   REVEAL: she's only about six feet up. Her muscles shake.,,,,,,,,
,,,,,,,,
                            ANNA (CONT'D),,,,,,,,
                  ...Does the air seem a bit thin to,,,,,,,,
                  you up here?,,,,,,,,
,,,,,,,,
"   Kristoff smiles, getting a kick out of her.",,,,,,,,
,,,,,,,,
                             KRISTOFF,,,,,,,,
                  Hang on.,,,,,,,,
,,,,,,,,
   He pulls the rope from his bag. Just then Olaf steps out from,,,,,,,,
   behind a rock and waves to Kristoff.,,,,,,,,
,,,,,,,,
