,,Scene Boundary,Scene Description/Direction,Character,Dialogue,Dialogue Metadata,Transition,Metadata
line,,S,N,C,D,E,T,M
 I hope so...yes...I guess.,,,,,,,,
SHMI ,,,,,,,,
 Then we will see each other again.,,,,,,,,
ANAKIN ,,,,,,,,
" I.. will become a Jedi and I will come back and free you, Mom...I",,,,,,,,
promise.,,,,,,,,
SHMI ,,,,,,,,
" No matter where you are, my love will be with you. Now be brave, and",,,,,,,,
don't look back... don't look back.,,,,,,,,
ANAKIN ,,,,,,,,
 I love you so much.,,,,,,,,
,,,,,,,,
"SHMI hugs ANAKIN, then turns him around so he is facing QUI-GON, and off he",,,,,,,,
"marches, like the brave little trooper that he is. He marches right past",,,,,,,,
"QUI-GON, starring right ahead, tears in his eyes, determined not to look",,,,,,,,
back.,,,,,,,,
,,,,,,,,
EXT. TATOOINE - DESERT MESA - DAY,,,,,,,,
,,,,,,,,
The PROBE DROID beeps and whistles to DARTH MAUL. The SITH LORD gets on a,,,,,,,,
speeder bike and follows the PROBE DROID into Mos Espa.,,,,,,,,
,,,,,,,,
EXT MOS ESPA - STREET - FRUIT STAND - DAY,,,,,,,,
,,,,,,,,
ANAKIN and QUI-GON exit WATTO'S and stop before JIRA'S fruit stand. ANAKIN,,,,,,,,
hands JIRA some coins.,,,,,,,,
,,,,,,,,
ANAKIN ,,,,,,,,
" I've been freed, and I'm going away. Buy yourself a cooling unit",,,,,,,,
with this... Otherwise I'll worry about you.,,,,,,,,
,,,,,,,,
"JIRA is astonished. She stares, not knowing what to say.",,,,,,,,
,,,,,,,,
JIRA ,,,,,,,,
 Can I give you a hug,,,,,,,,
ANAKIN ,,,,,,,,
 Sure.,,,,,,,,
,,,,,,,,
She gives him a hug.,,,,,,,,
,,,,,,,,
JIRA ,,,,,,,,
" I'll miss you, Annie.. there isn't a kinder boy in the galaxy. You",,,,,,,,
be careful...,,,,,,,,
,,,,,,,,
"ANAKIN runs to join QUI-GON, who has already started down the street. As",,,,,,,,
"they walk along together, QUI-GON notices something out of the corner of",,,,,,,,
his eye.,,,,,,,,
"Suddenly, without breaking his stride, he ignites his laser sword, swing",,,,,,,,
"around, and lunges forward and cuts a lurking PROBE DROID in half. QUI-GON",,,,,,,,
inspects the sparking and fizzing DROID.,,,,,,,,
,,,,,,,,
ANAKIN ,,,,,,,,
 What is it?,,,,,,,,
QUI-GON ,,,,,,,,
 Probe droid. Very unusual... not like anything I've seen before.,,,,,,,,
Come on.,,,,,,,,
,,,,,,,,
QUI-GON and ANAKIN start running.,,,,,,,,
,,,,,,,,
EXT. TATOOINE - DESERT - NABOO SPACECRAFT - DAY,,,,,,,,
,,,,,,,,
QUI-GON and ANAKIN run toward the Naboo spacecraft. ANAKIN is having a hard,,,,,,,,
time keeping up.,,,,,,,,
,,,,,,,,
ANAKIN ,,,,,,,,
" Master Qui-Gon,sir, wait!",,,,,,,,
,,,,,,,,
