,,Scene Boundary,Scene Description/Direction,Character,Dialogue,Dialogue Metadata,Transition,Metadata
line,,S,N,C,D,E,T,M
                         ,,,,,,,,
          ELIZABETH reaches for her robe and pulls it on.,,,,,,,,
          RICK pulls on his jeans.,,,,,,,,
,,,,,,,,
                         ELIZABETH,,,,,,,,
          You can't!,,,,,,,,
,,,,,,,,
                         RICK,,,,,,,,
          No!,,,,,,,,
          RICK and ELIZABETH surround PAUL to make HIM stay.,,,,,,,,
          PAUL hugs THEM.,,,,,,,,
,,,,,,,,
                         PAUL,,,,,,,,
          But I am going to give you the money to put on a,,,,,,,,
          showcase of any play you want and you'll be in,,,,,,,,
          it and agents will come see you and you'll be,,,,,,,,
          seen and you'll be started. And when you win,,,,,,,,
          your Oscars - both of you - you'll look in the,,,,,,,,
          camera and thank me -,,,,,,,,
          ELIZABETH loves the moment and weeps her acceptance speech.,,,,,,,,
,,,,,,,,
                         ELIZABETH,,,,,,,,
          I want to thank Paul Kittredge.,,,,,,,,
,,,,,,,,
                         RICK,,,,,,,,
"          Thanks, Paul!",,,,,,,,
          THEY all hug each other and that's real.,,,,,,,,
,,,,,,,,
                         PAUL,,,,,,,,
          One hitch. I'm going to meet him in Maine. He's,,,,,,,,
          up there visiting his parents in Dark Harbor.,,,,,,,,
          My grandparents whom I've never met. He's,,,,,,,,
          finally going to tell my grandparents about me.,,,,,,,,
          He's going to make up for lost time. He's going,,,,,,,,
          to give me money. I can go back home. Get my,,,,,,,,
          momma that beauty parlor she's wanted all her,,,,,,,,
          life. One problem. How am I going to get to,,,,,,,,
          Maine? The wife checks all the bills. He has,,,,,,,,
          to account for the money. She handles the purse,,,,,,,,
          strings. Where the hell am I going to get two,,,,,,,,
          hundred and fifty dollars to get to Maine?,,,,,,,,
,,,,,,,,
                         ELIZABETH,,,,,,,,
          How long would you need it for?,,,,,,,,
,,,,,,,,
                         PAUL,,,,,,,,
          I'll be gone a week. But I could wire,,,,,,,,
          it back to you.,,,,,,,,
,,,,,,,,
                         ,,,,,,,,
,,,,,,,,
                         ,,,,,,,,
,,,,,,,,
                         ,,,,,,,,
,,,,,,,,
                         ,,,,,,,,
,,,,,,,,
                         104,,,,,,,,
          PAUL goes into the john to take his toothbrush and razor.,,,,,,,,
          ELIZABETH pulls on her dress and straightens out her hair.,,,,,,,,
,,,,,,,,
                         RICK (QUIET),,,,,,,,
           We could lend it to him for a week.,,,,,,,,
,,,,,,,,
                         ELIZABETH (QUIET),,,,,,,,
          We can't. If something happens -,,,,,,,,
,,,,,,,,
                         RICK (QUIET),,,,,,,,
          You're like his stepmother. These women holding,,,,,,,,
          on to all the purse strings.,,,,,,,,
,,,,,,,,
                         ELIZABETH,,,,,,,,
          No. We worked too hard to save that.,,,,,,,,
          PAUL comes out of the john.,,,,,,,,
          RICK - always laid back - is suddenly quite angry.,,,,,,,,
,,,,,,,,
                         ELIZABETH,,,,,,,,
          Paul. I'm sorry. We just can't.,,,,,,,,
,,,,,,,,
                         PAUL,,,,,,,,
          Look. No problem. I understand.,,,,,,,,
,,,,,,,,
                         ELIZABETH,,,,,,,,
          I'll meet you both after work. If your father,,,,,,,,
"          loves you, he'll get you the ticket up there.",,,,,,,,
,,,,,,,,
                         PAUL,,,,,,,,
          He does. It'll work out. Hey.,,,,,,,,
          Posture. Stand up straight. Don't slump.,,,,,,,,
          Attitudes of defeat.,,,,,,,,
          ELIZABETH kisses PAUL and looks at sullen RICK and leaves.,,,,,,,,
,,,,,,,,
                         SOHO LOFT,,,,,,,,
,,,,,,,,
                         OUISA,,,,,,,,
          She was one of those armies of,,,,,,,,
          young people who come to New York,,,,,,,,
          filled with dreams and end up on a treadmill,,,,,,,,
          working and working just to stay alive.,,,,,,,,
,,,,,,,,
          INT A WEST SIDE RESTAURANT NIGHT,,,,,,,,
          ELIZABETH is one of the few waitresses in this crowded bar,,,,,,,,
          and works very hard.,,,,,,,,
,,,,,,,,
          EXT CASH MACHINE NIGHT,,,,,,,,
          ELIZABETH gapes at the information on the screen.,,,,,,,,
,,,,,,,,
                         ,,,,,,,,
,,,,,,,,
                         ,,,,,,,,
,,,,,,,,
                         ,,,,,,,,
,,,,,,,,
                         ,,,,,,,,
,,,,,,,,
                         105,,,,,,,,
,,,,,,,,
          CU MESSAGE ON SCREEN,,,,,,,,
,,,,,,,,
"                         ""ACCOUNT CLOSED""",,,,,,,,
          ELIZABETH begins hitting the machine to get her card back.,,,,,,,,
          ELIZABETH picks up the phone on the machine and calls the,,,,,,,,
          emergency number.,,,,,,,,
           ELIZABETH (in phone),,,,,,,,
           There's some mistake. It says my joint account,,,,,,,,
           - can you see the numbers on the screen - that's,,,,,,,,
          right. that's my name. And his name. Joint,,,,,,,,
          account. What do you mean? Closed? Who closed,,,,,,,,
          the account? Who took everything out of the,,,,,,,,
          account? Who did this! Give me my card back!,,,,,,,,
          THE GUY next in line nudges her.,,,,,,,,
,,,,,,,,
          THE NEXT CUSTOMER,,,,,,,,
          Let somebody else in here.,,,,,,,,
,,,,,,,,
          EXT THE KITTREDGE'S APARTMENT BUILDING NIGHT,,,,,,,,
