,,Scene Boundary,Scene Description/Direction,Character,Dialogue,Dialogue Metadata,Transition,Metadata
line,,S,N,C,D,E,T,M
	VOGEL,,,,,,,,
,,,,,,,,
"	approaches HENRY, still hidden behind his newspaper. Again, VOGEL uses his",,,,,,,,
"	walking stick to lower the paper, revealing Henry's face.",,,,,,,,
,,,,,,,,
			VOGEL,,,,,,,,
"		Guten Tag, Herr Jones.",,,,,,,,
,,,,,,,,
"	Now INDY, still playing the role of Steward, asks VOGEL for his ticket.",,,,,,,,
,,,,,,,,
			INDY,,,,,,,,
		Fahrscheine meine Herr.,,,,,,,,
,,,,,,,,
			VOGEL,,,,,,,,
		Weg.,,,,,,,,
,,,,,,,,
			INDY,,,,,,,,
		Tickets please.,,,,,,,,
,,,,,,,,
	HENRY looks confused.,,,,,,,,
,,,,,,,,
			VOGEL,,,,,,,,
		      (in German),,,,,,,,
		Was?,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
"	VOGEL glances up and recognizes INDYwho quickly punches Vogel in the face,",,,,,,,,
"	knocking him toward the window. In another quick move, Indy TOSSES HIM OUT",,,,,,,,
	THE WINDOW onto the tarmac below.,,,,,,,,
,,,,,,,,
	Shocked Passengers blink in bewilderment.,,,,,,,,
,,,,,,,,
			INDY,,,,,,,,
		     (in German; with a,,,,,,,,
		      shrug),,,,,,,,
		No ticket.,,,,,,,,
,,,,,,,,
	Everyone else with a ticket quickly produces it and waves it in Indy's face.,,,,,,,,
,,,,,,,,
,,,,,,,,
	EXT. AIRFIELD TARMAC - DAY,,,,,,,,
,,,,,,,,
"	VOGEL gets to his knees as the huge Zeppelin rises into the sky above him,",,,,,,,,
	revealing an airplane attached to the belly of the airship. Vogel shakes his fist at,,,,,,,,
	the rising Zeppelin.,,,,,,,,
,,,,,,,,
			VOGEL,,,,,,,,
		Du wirst nochmal boren von mir!,,,,,,,,
,,,,,,,,
	INT. ZEPPELIN - DAY,,,,,,,,
,,,,,,,,
	INDY and HENRY together again in their compartment.,,,,,,,,
,,,,,,,,
		                HENRY,,,,,,,,
"		You know, sharing your adventures",,,,,,,,
		is an interesting experience.,,,,,,,,
,,,,,,,,
CONTINUED:,,,,,,,,
,,,,,,,,
			INDY,,,,,,,,
		        (meaning ELSA),,,,,,,,
		That's not all we shared. It's,,,,,,,,
		disgraceful. You're old enough to,,,,,,,,
"		be her fa---er, her grandfather!",,,,,,,,
,,,,,,,,
		               HENRY,,,,,,,,
"		Well, I'm as human as the next",,,,,,,,
		man.,,,,,,,,
,,,,,,,,
		               INDY,,,,,,,,
		I was the next man.,,,,,,,,
,,,,,,,,
		               HENRY,,,,,,,,
		       (laughs),,,,,,,,
		Ships that pass in the night...,,,,,,,,
,,,,,,,,
	HENRY opens his Diary and begins to thumb through it.,,,,,,,,
,,,,,,,,
		               INDY,,,,,,,,
		Do you remember the last time we,,,,,,,,
		had a quiet drink? I had a milk,,,,,,,,
		shake.,,,,,,,,
,,,,,,,,
		               HENRY,,,,,,,,
		Hmmm... What did we talk about?,,,,,,,,
,,,,,,,,
		               INDY,,,,,,,,
		We didn't talk. We never talked.,,,,,,,,
,,,,,,,,
		               HENRY,,,,,,,,
		And do I detect a rebuke?,,,,,,,,
,,,,,,,,
		               INDY,,,,,,,,
		A regret. It was just the two of,,,,,,,,
"		us, Dad. It was a lonely way to",,,,,,,,
"		grow up. For you, too. If you",,,,,,,,
"		had been an ordinary, average",,,,,,,,
"		father like the other guys' dads,",,,,,,,,
		you'd have understood that.,,,,,,,,
,,,,,,,,
		               HENRY,,,,,,,,
"		Actually, I was a wonderful father.",,,,,,,,
,,,,,,,,
			INDY,,,,,,,,
		When?,,,,,,,,
,,,,,,,,
,,,,,,,,
	HENRY looks up from his Diary.,,,,,,,,
,,,,,,,,
		               HENRY,,,,,,,,
		Did I ever tell you to eat up?,,,,,,,,
		Go to bed? Wash your ears? Do,,,,,,,,
		your homework? No. I respected,,,,,,,,
		your privacy and I taught you self-,,,,,,,,
		reliance.,,,,,,,,
,,,,,,,,
,,,,,,,,
CONTINUED: (2),,,,,,,,
,,,,,,,,
,,,,,,,,
		               INDY,,,,,,,,
		What you taught me was that I was,,,,,,,,
		less important to you than people,,,,,,,,
		who had been dead for five hundred,,,,,,,,
		years in another country. And I,,,,,,,,
		learned it so well that we've,,,,,,,,
		hardly spoken for twenty years.,,,,,,,,
,,,,,,,,
		               HENRY,,,,,,,,
		You left just when you were,,,,,,,,
		becoming interesting.,,,,,,,,
,,,,,,,,
		               INDY,,,,,,,,
"		Dad, how can you --?",,,,,,,,
,,,,,,,,
			HENRY,,,,,,,,
		        (interrupting),,,,,,,,
		Very well. I'm here now.,,,,,,,,
,,,,,,,,
	He closes the Diary and leans back in his seat.,,,,,,,,
,,,,,,,,
		               HENRY,,,,,,,,
		What do you want to talk about?,,,,,,,,
		Hmmm?,,,,,,,,
,,,,,,,,
"	INDY stutters uncomfortably as HENRY stares at him, waiting for a response.",,,,,,,,
,,,,,,,,
			INDY,,,,,,,,
		        (laughs),,,,,,,,
		Well... I can't think of anything.,,,,,,,,
,,,,,,,,
		               HENRY,,,,,,,,
		Then what are you complaining,,,,,,,,
		about?,,,,,,,,
		        (laughs),,,,,,,,
"		Look, we have work to do. When",,,,,,,,
		we get to Alexandretta we will,,,,,,,,
		face three challenges.,,,,,,,,
		        (he reads from the,,,,,,,,
		         Diary),,,,,,,,
"		""First, the breath of God. Only",,,,,,,,
		the penitent man will pass.,,,,,,,,
"		Second, the Word of God, only in",,,,,,,,
		the footsteps of God will he,,,,,,,,
"		proceed. Third, the Path of God,",,,,,,,,
		only in the leap from the lion's,,,,,,,,
"		head will he prove his worth. """,,,,,,,,
,,,,,,,,
		               INDY,,,,,,,,
		What does that mean?,,,,,,,,
,,,,,,,,
			HENRY,,,,,,,,
		        (laughs),,,,,,,,
		I don't know. We'll find out.,,,,,,,,
,,,,,,,,
,,,,,,,,
CONTINUED: (3),,,,,,,,
,,,,,,,,
,,,,,,,,
	Sunlight falls across the table from the window. INDY reaches for the drink. The,,,,,,,,
	bar of sunlight turns like the hand of a clock over the tabletop across the drinks.,,,,,,,,
,,,,,,,,
	We see INDY puzzled. Only for a moment.,,,,,,,,
,,,,,,,,
		               INDY,,,,,,,,
		They're turning around. They're,,,,,,,,
		taking us back to Germany.,,,,,,,,
,,,,,,,,
,,,,,,,,
	INT. FRAMEWORK OF ZEPPELIN - DAY,,,,,,,,
,,,,,,,,
	INDY and his father emerge from the hatchway into the belly of the Zeppelin.,,,,,,,,
	The Zeppelin's elaborate metal framework is exposed.,,,,,,,,
,,,,,,,,
	INDY and HENRY hurry down the catwalk until arriving at a PAIR OF,,,,,,,,
	DOORWAYS framed into the Zeppelin's outer skin.,,,,,,,,
,,,,,,,,
		               INDY,,,,,,,,
"		Well, I thought it would take",,,,,,,,
		them a lot longer to figure out,,,,,,,,
"		the radio was dead. Come on,",,,,,,,,
		Dad. Move!,,,,,,,,
,,,,,,,,
	Then INDY opens the doors. We see plenty of blue sky and white clouds. We also,,,,,,,,
	see a small BIPLANE that is suspended from the Zeppelin by a HOOK & CRANE,,,,,,,,
	DEVICE.,,,,,,,,
,,,,,,,,
		               INDY,,,,,,,,
"		Come on, Dad. Come on!",,,,,,,,
,,,,,,,,
	EXT. AIRPLANE - DAY,,,,,,,,
,,,,,,,,
	INDY climbs into the cockpit of the Biplane as HENRY takes the tail gunner's,,,,,,,,
	seat.,,,,,,,,
,,,,,,,,
			HENRY,,,,,,,,
		       (with delight),,,,,,,,
		I didn't know you could fly a,,,,,,,,
		plane.,,,,,,,,
,,,,,,,,
		               INDY,,,,,,,,
		Fly--yes. Land--no.,,,,,,,,
,,,,,,,,
,,,,,,,,
	INT. THE BIPLANE - DAY,,,,,,,,
,,,,,,,,
"	INDY turns in his seat to give HENRY the ""thumbs up."" Henry smiles valiantly",,,,,,,,
	and points down to the ground.,,,,,,,,
,,,,,,,,
	Then they both become aware of a STRANGE SOUND in the skies behind them.,,,,,,,,
	Something between a ROAR and a WAIL.,,,,,,,,
	TWO MESSERSCHMIDT FIGHTER BOMBERS,,,,,,,,
,,,,,,,,
	streak out of the clouds and race across the sky.,,,,,,,,
,,,,,,,,
,,,,,,,,
	INDY AND HENRY,,,,,,,,
,,,,,,,,
	shrink in their seats as the MESSERSCHMIDTS (going three times as fast as they,,,,,,,,
	are) SCREAM past on either side.,,,,,,,,
,,,,,,,,
		               INDY,,,,,,,,
"		Dad, you're gonna have to use the",,,,,,,,
		machine gun. Get it ready.,,,,,,,,
,,,,,,,,
	HENRY turns and grips the MOUNTED MACHINE GUN with a perplexed,,,,,,,,
	expression.,,,,,,,,
,,,,,,,,
			INDY,,,,,,,,
		        (turning; pointing),,,,,,,,
		Eleven o'clock!,,,,,,,,
,,,,,,,,
	HENRY pulls out his watch.,,,,,,,,
,,,,,,,,
		               INDY,,,,,,,,
		Dadeleven o'clock!!,,,,,,,,
,,,,,,,,
		               HENRY,,,,,,,,
		What happens at eleven o'clock?,,,,,,,,
,,,,,,,,
	INDY uses his arm to demonstrate that he's referring to a direction and not a,,,,,,,,
	time.,,,,,,,,
,,,,,,,,
			INDY,,,,,,,,
		        (frustrated),,,,,,,,
		Twelveeleventen. Eleven,,,,,,,,
		o'clock. Fire!,,,,,,,,
,,,,,,,,
	HENRY doesand the EXPLODING GUN nearly shakes him out of his seat.,,,,,,,,
,,,,,,,,
	Indy's slow speed and small size works to his advantage. The speeding,,,,,,,,
"	Messerschmidts continually overshoot him, WHIZZING past in a blurmaking",,,,,,,,
	wide turns miles away in the sky.,,,,,,,,
,,,,,,,,
	HENRY has one of the Messerschmidts in his sight. He pulls back on the trigger,,,,,,,,
	--RATTA-A-TAT-TAT!  RATTA-A-TAT-TAT!,,,,,,,,
,,,,,,,,
"	The Messerschmidt banks to the left, but HENRY keeps it in his gun sight. Henry",,,,,,,,
"	swings the gun around, inadvertently CUTTING HIS OWN REAR STABILIZER IN",,,,,,,,
	HALF.,,,,,,,,
,,,,,,,,
		               INDY,,,,,,,,
"		Dad, are we hit?!",,,,,,,,
,,,,,,,,
			HENRY,,,,,,,,
		More or less.,,,,,,,,
,,,,,,,,
CONTINUED:,,,,,,,,
,,,,,,,,
,,,,,,,,
			HENRY,,,,,,,,
"		Son, I'm sorry. They got us.",,,,,,,,
,,,,,,,,
"	INDY looks back at the missing tail section, then at his father.",,,,,,,,
,,,,,,,,
	The plane begins to go down. INDY struggles to control its descent.,,,,,,,,
,,,,,,,,
			INDY,,,,,,,,
"		Hang on, Dads We're going in!",,,,,,,,
,,,,,,,,
	HENRY slumps down fearfully in his seat.,,,,,,,,
,,,,,,,,
,,,,,,,,
	EXT. A FIELD - DAY,,,,,,,,
,,,,,,,,
"	The wheels of the plane touch down. OUT OF CONTROL, the PLANE SKIDS and",,,,,,,,
	CRASHES first into a corral of goats and then into the farmhouse beyond sending,,,,,,,,
	a cloud of dust into the air.,,,,,,,,
,,,,,,,,
	As INDY pulls himself from the cockpit:,,,,,,,,
,,,,,,,,
			HENRY,,,,,,,,
		        (sarcastic),,,,,,,,
		Nice landing.,,,,,,,,
,,,,,,,,
			INDY,,,,,,,,
		Thanks.,,,,,,,,
,,,,,,,,
,,,,,,,,
"	Suddenly, INDY's attention is directed to:",,,,,,,,
,,,,,,,,
,,,,,,,,
	TWO SCREAMING MESSERSCHMIDTS,,,,,,,,
,,,,,,,,
	coming in low. Guns BLAZING.,,,,,,,,
,,,,,,,,
"	As BULLETS EXPLODE around them, INDY and HENRY jump over a stone",,,,,,,,
"	barricade. Henry, frightened, grabs at Indy.",,,,,,,,
,,,,,,,,
		               HENRY,,,,,,,,
		Those people are trying to kill,,,,,,,,
		us!,,,,,,,,
,,,,,,,,
			INDY,,,,,,,,
"		I know, Dadl",,,,,,,,
,,,,,,,,
			HENRY,,,,,,,,
		It's a new experience for me.,,,,,,,,
,,,,,,,,
			INDY,,,,,,,,
		It happens to me all the time.,,,,,,,,
,,,,,,,,
,,,,,,,,
	EXT. ROAD - DAY,,,,,,,,
,,,,,,,,
	An OLD MAN kneels at his car repairing a rear tire.,,,,,,,,
,,,,,,,,
	THE MAN,,,,,,,,
,,,,,,,,
"	turns to the wheel, the hubcap in his hands. Suddenly the wheel moves forward,",,,,,,,,
	startling the Old Man.,,,,,,,,
,,,,,,,,
,,,,,,,,
	INT. THE CAR - TRAVELING - DAY,,,,,,,,
,,,,,,,,
"	INDY has the throttle down, both hands tightly gripping the steering wheel.",,,,,,,,
	HENRY is a very nervous passenger.,,,,,,,,
,,,,,,,,
	INDY sees a LOW-FLYING MESSERSCHMIDT coming up behind him in the SIDE,,,,,,,,
	MIRROR.,,,,,,,,
,,,,,,,,
"	As the Messerschmidt ROARS by overhead, BULLETS EXPLODE around them,",,,,,,,,
	narrowly missing the car.,,,,,,,,
,,,,,,,,
		               HENRY,,,,,,,,
		This is intolerable!,,,,,,,,
,,,,,,,,
		               INDY,,,,,,,,
		This could be close.,,,,,,,,
,,,,,,,,
,,,,,,,,
	EXT. THE ROAD - LONG SHOT - DAY,,,,,,,,
,,,,,,,,
	The car races toward a TUNNEL that cuts through a steep MOUNTAINSIDE.,,,,,,,,
,,,,,,,,
"	The Messerschmidt bears down on Indy's car, machine guns CHATTERING.",,,,,,,,
,,,,,,,,
	The car ENTERS the tunnel. The Messerschmidt cannot pull up in time. It,,,,,,,,
"	SLAMS into the MOUTH OF THE TUNNEL, SHEARING OFF its WINGS.",,,,,,,,
,,,,,,,,
