,,Scene Boundary,Scene Description/Direction,Character,Dialogue,Dialogue Metadata,Transition,Metadata
line,,S,N,C,D,E,T,M
,,,,,,,,
     ....Then the tongue disappears.  Silence.  Z wipes his brow...,,,,,,,,
,,,,,,,,
     And we hear a thunderous SNIFFING noise as the anteater,,,,,,,,
     searches for more prey... and the tongue starts rumbling down,,,,,,,,
"     the corridor right towards Z, the tip squirming as it",,,,,,,,
     ricochets along the walls!,,,,,,,,
,,,,,,,,
"     Z gets up and runs, the tongue lapping towards him,",,,,,,,,
     reminiscent of the stone sphere that nearly crushed Indiana,,,,,,,,
     Jones in Raiders of the Lost Ark!  The walls disintegrate,,,,,,,,
"     under the pressure of the tongue, which gets closer to",,,,,,,,
     Z...closer...,,,,,,,,
,,,,,,,,
     ...and just misses him as Z tumbles out of the stump and down,,,,,,,,
"     to the ground...Z sits there, dazed, as we see the huge form",,,,,,,,
"     of the anteater withdraw its tongue and, with a final",,,,,,,,
"     contented burp, shuffle off into the distance.",,,,,,,,
,,,,,,,,
     EXT. TERMITE STUMP - MORNING,,,,,,,,
,,,,,,,,
"     Z makes his way across the corpse-strewn battlefield, an",,,,,,,,
     expression of horror on his face.,,,,,,,,
,,,,,,,,
                         BARBATUS (O.S.),,,,,,,,
               Z!  Over here!,,,,,,,,
,,,,,,,,
                         Z,,,,,,,,
                      (hopeful),,,,,,,,
               Barbatus?,,,,,,,,
,,,,,,,,
"     Z looks down at his feet, where Barbatus's still-living,",,,,,,,,
     decapitated head is looking up at him.,,,,,,,,
,,,,,,,,
                         Z,,,,,,,,
                      (shocked),,,,,,,,
               Barbatus!,,,,,,,,
,,,,,,,,
                         BARBATUS,,,,,,,,
"               Be honest, kid -- am I hurt bad?",,,,,,,,
,,,,,,,,
                         Z,,,,,,,,
"               No, no, you're...lookin' good.",,,,,,,,
               You've got good color in your cheeks.,,,,,,,,
,,,,,,,,
                         BARBATUS,,,,,,,,
               No -- I can see it in your eyes.  I'm,,,,,,,,
"               a goner.  It's alright, Z.  In this",,,,,,,,
"               ant's army, a soldier's life ain't",,,,,,,,
               worth a sack of fungus.,,,,,,,,
                      (he winces),,,,,,,,
               I can't feel my legs...,,,,,,,,
,,,,,,,,
                         Z,,,,,,,,
"               Hang in there, buddy!  You can make",,,,,,,,
"               it!  Just -- take deep breaths, I'll",,,,,,,,
               try and find your body -- it's gotta,,,,,,,,
               be around here somewhere!,,,,,,,,
,,,,,,,,
                         BARBATUS,,,,,,,,
                      (gasping),,,,,,,,
               I wonder...what...was it all...for...,,,,,,,,
,,,,,,,,
                         Z,,,,,,,,
"               Barbatus, hang on -- Barbatus!!",,,,,,,,
,,,,,,,,
                         BARBATUS,,,,,,,,
"               Don't make my mistake, kid...",,,,,,,,
               don't...be a grunt...your whole,,,,,,,,
               life...,,,,,,,,
,,,,,,,,
"     Barbatus dies, leaving Z heartbroken.",,,,,,,,
,,,,,,,,
                                              CUT TO:,,,,,,,,
,,,,,,,,
     INT. EARLY MEGA-TUNNEL - DAY,,,,,,,,
,,,,,,,,
"     Weaver is ""passing"" as a worker, working alongside much",,,,,,,,
     smaller worker ants.  He actually loves the work.  He's,,,,,,,,
"     throwing up dirt like a bulldozer.  He's so enthusiastic, he",,,,,,,,
     scoops up a WHOLE ANT in his shovel and tosses him aside.,,,,,,,,
"     Azteca, who's standing next to him in line, is shocked by,",,,,,,,,
"     and a little attracted to, this turbo-worker.",,,,,,,,
,,,,,,,,
                         AZTECA,,,,,,,,
"               Hey, slow it down, big boy.  You're",,,,,,,,
               making the rest of us look bad...How,,,,,,,,
               come I haven't seen you around here,,,,,,,,
               before?,,,,,,,,
,,,,,,,,
                         WEAVER,,,,,,,,
                      (covering),,,,,,,,
               I'm new...I was born yesterday.,,,,,,,,
,,,,,,,,
                         AZTECA,,,,,,,,
               Tell me about it.,,,,,,,,
,,,,,,,,
                         WEAVER,,,,,,,,
               Nobody told me digging was so much,,,,,,,,
"               fun!  You pick up the dirt, you move",,,,,,,,
"               it, you pick it up again, you move it",,,,,,,,
"               again -- lots of repetitions, you",,,,,,,,
"               exercise the forceps, and the",,,,,,,,
               pincers --,,,,,,,,
,,,,,,,,
                         AZTECA,,,,,,,,
                      (ogling him),,,,,,,,
"               Mmm, yes, I see what you mean...",,,,,,,,
,,,,,,,,
"     While Azteca is checking out the hunky new worker, work has",,,,,,,,
     effectively stopped...clods are piling up behind Weaver.  A,,,,,,,,
"     Foreman comes striding down the line, furious.",,,,,,,,
,,,,,,,,
                         FOREMAN,,,,,,,,
               What's the holdup here?!,,,,,,,,
,,,,,,,,
"     Weaver whips his shovel up to his shoulder and salutes, as if",,,,,,,,
     he's dealing with a superior officer.,,,,,,,,
,,,,,,,,
                         WEAVER,,,,,,,,
"               Sorry, sir -- I was just having a",,,,,,,,
               little chat with my friend --,,,,,,,,
,,,,,,,,
                         FOREMAN,,,,,,,,
                      (yelling at Weaver),,,,,,,,
               Who said you could have a chat?,,,,,,,,
"               You're not a chatter, you're a",,,,,,,,
               digger!  So shut up and dig!,,,,,,,,
,,,,,,,,
                         AZTECA,,,,,,,,
